datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,Daily_total_power,Peak_hour_power,Night_usage_power,Daily_total_power_lag_1,Daily_total_power_lag_7,Global_reactive_power_lag_1,Global_reactive_power_lag_7,Voltage_lag_1,Voltage_lag_7,Global_intensity_lag_1,Global_intensity_lag_7,Sub_metering_1_lag_1,Sub_metering_1_lag_7,Sub_metering_2_lag_1,Sub_metering_2_lag_7,Sub_metering_3_lag_1,Sub_metering_3_lag_7,Sub_metering_4_lag_1,Sub_metering_4_lag_7,Peak_hour_power_lag_1,Peak_hour_power_lag_7,Night_usage_power_lag_1,Night_usage_power_lag_7,Power_rolling_mean_3,Power_rolling_mean_7,Is_workday,Is_weekend,Is_Autumn,Is_Spring,Is_Summer,Is_Winter,Day_0,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Temp_mean,Temp_max,Temp_min,Precipitation,High_Consumption
2006-12-23,5.3423232339050495,0.865183555005324,-0.33929610497851076,5.459740758241814,0.6738445087901954,-0.6839613288849774,1.4471430711482571,7.92779632788586,5.34232323390505,2.5587627686843324,5.825506926135147,1.2891260431672689,-0.5968536480737454,0.17522524831844943,-1.0230963018434025,0.17185663348947108,-2.2335612819574697,1.3096190137214392,4.846270967706872,0.9760058017723238,-1.0053635117026125,-0.719938818868858,-0.6278199371050117,0.49420589325309916,-1.1511475775879945,1.7999958607642423,0.20546850239380088,1.6008440198105345,0.7381895718423309,0.8523796231973851,-0.4154809203553479,1.0421316679640185,1.1627682893969986,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.505392281310155,-1.5635845372577322,-1.411348035951399,-0.5263214674516411,1
2006-12-24,1.6384794899052788,-0.5621433245462533,0.4174716514001604,1.7561589850590311,0.06587033769836738,1.5511001426886444,-0.6291657778828709,2.530422918386503,1.6384794899052781,1.1126985119554098,3.758282454171014,5.338268535320247,3.023673985163433,0.8646863177758816,0.9535492528325806,-0.3396045823143017,-0.3624099997134529,5.455776856695987,3.07937839030155,0.6727376102401883,0.276473883736565,-0.6839439264152295,1.1148699454208437,1.4468275111197935,1.076685650840053,7.917574849678461,3.833599479000879,2.555384145496398,0.7993976286268116,5.826219671802159,3.462945476262582,2.719986278824445,2.259601159765899,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-1.536784928445965,-1.7767438940615772,-1.2242422153000612,-0.5263214674516411,1
2006-12-25,1.9601715928606551,1.2403130590484301,1.2528410042768126,1.9365426073314203,3.1604966309266476,0.05370014455471699,-0.9196105128590185,2.9432696404047896,1.960171592860655,1.2887995725458936,2.204188798540107,1.6365495974752144,1.0540812189125615,-0.5629473108859747,-0.32833602124145184,0.41717373114245376,0.19488813524112228,1.7543589683049232,1.0296956097297372,0.06494285293719484,-0.33512585732393774,1.5510989290054074,0.3653362030326291,-0.6293311470124875,1.255918341944722,2.526302202490296,0.9138799067999412,1.110611996294614,0.18964340705938101,3.758196094281406,0.1551039465746893,3.2685264362865447,2.000965728005199,1,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.5681775755817753,-1.7625332702746541,-1.2922806955369113,-0.5263214674516411,1
2006-12-26,3.944201657378046,-0.25896848560615177,0.3872274996295508,3.9057841694068642,-0.3224527094689803,0.3277435416490992,1.5141891641673861,5.50628773159572,3.9442016573780445,1.1257977167834925,4.249654985073821,1.9580571534011981,0.16171162718925974,1.239896441502715,-0.5449313933363727,1.2525547376068984,0.5686144987110374,1.9346371981758979,0.1729621075502854,3.1586559188365935,-0.476361261445126,0.0537114029344632,2.749389568828094,-0.9197548725151014,-0.8146560703589928,2.9386822753570607,-0.04694159056504694,1.2865557046064096,0.9709813851392387,2.203501688759733,-0.6760256493273709,3.5331369426696035,2.1669254739216086,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.6780518405571108,-1.9614820032915763,-1.3092903155961237,-0.5263214674516411,1
2006-12-27,-0.06278976630049428,0.016246142559444638,1.432076899234616,-0.05452215190287174,-1.005951622311346,-0.7372342134339729,-0.6066404106630054,0.7863800277418571,-0.06278976630049476,-0.46570855038673276,-0.1911711019788706,3.940949027545653,1.0904676806368605,-0.2597073161546973,-0.34418641068323697,0.38692915745921747,0.7189340669992244,3.9027281951691144,1.0558766725401623,-0.323265599708713,-1.0053635117026125,0.32775251748142126,0.3782591985910466,1.51386875432432,1.2678318886208078,5.498803334420083,1.1348955744763087,1.123699496538285,0.7512674103746085,4.249758569974989,0.9075660845435204,2.9803962839164773,2.864843053423254,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.7251408112608262,-1.9756926270784991,-1.343309555714549,-0.5263214674516411,0
2006-12-28,0.8432382468898674,0.6140202921707204,1.188646708123891,0.8550461577250891,0.3830742530506255,1.2329026430851848,-0.023630906148840565,0.8770079844753615,0.8432382468898667,2.061998199976178,0.9362003587927714,-0.06374368143877575,0.24622940070450922,0.015566458828306592,-0.6801986966833945,1.4317931329451985,0.10248521573333713,-0.055264245377602786,0.2312925605595312,-1.0065628113350598,0.10749581094871477,-0.7372163672465997,0.36629346196288226,-0.6068074091769745,0.30362884430292914,0.7842306394394795,0.06348205407038993,-0.46638470572871815,-0.25811537711183524,-0.1927841612304165,0.08397840914573758,2.30780764414488,2.6503553131799222,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.8036224291003515,-1.7625332702746541,-1.5304153763658865,-0.5263214674516411,1
2006-12-29,2.678613069266455,0.36509065530383783,0.019355225712629914,2.7018040191414685,-0.21797681671406993,1.589495014435668,0.5469233953143399,3.5700287336695613,2.6786130692664543,1.381970415519739,4.623280468472286,0.8417645652517403,1.282325682220279,0.6134690770413919,0.1730074050066444,1.1883595459293044,0.1719344791657925,0.8537726324762615,1.2882435521950018,0.3820531610952784,0.9813898739485672,1.232904079715332,-0.7216313122698201,-0.02384007696369845,0.4915981363033942,0.8747561575272147,1.7875791582253124,2.0590634528023677,1.6025215252231797,0.9350230958521218,0.8442687121264341,1.8662334035349817,2.75976256174413,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.55248125201387,-1.3362145566669643,-1.666492336839587,-0.5263214674516411,1
2006-12-30,2.0588175296867086,2.6849904260278388,-0.14422335859511526,2.1495402327378788,0.9746847300965037,2.921797064057393,0.8612185191115215,1.5926129780229998,2.0588175296867077,1.7709885272486994,-0.796081413916413,2.676086477195711,5.31907513316716,0.3644859423067644,0.8629984134019303,0.019051751642466006,-0.33852994773820094,2.6994514921329813,5.387847846434164,-0.21882053789474104,0.6774815490092245,1.5894934809559444,-0.6857341023853272,0.546672953152294,1.4433581429818054,3.56473292991206,7.873013721492852,1.3796432962676275,2.5586498452248208,4.623528481907427,5.798277514126648,1.3658890260160168,3.016122599450184,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5165238965321348,-0.5262090008123531,-0.5778766530499854,1.255762397447107,1
2006-12-31,3.211363764698759,-0.5431575038206266,-0.4561263364150202,3.239975335055029,-1.005951622311346,-0.7213963288383255,-0.7322524584537846,6.230660880194963,3.2113637646987585,1.166006307143075,2.09990640757652,2.056646499423698,1.628685891774897,2.6848842864135003,-0.5657325341403272,-0.14452911462281884,0.41677347730250525,2.147510375858365,1.7279899141719337,0.9734890532948787,0.06840386873660016,2.9217844336395795,1.5432433167091275,0.860945342245451,-0.6309227060655804,1.5895522880144146,2.510069169955361,1.7683138071012479,1.111473838025651,-0.7979283070829891,3.738499373762919,2.2046562935325063,2.4095611372634385,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.375256984420989,-0.4409452580908152,-0.22067463180652244,1.0141239072913444,1
2007-01-01,1.969973549971647,-0.5967246408679305,-0.34275819314044187,1.9164910350341762,-1.005951622311346,-0.7189966493541365,-0.8970851456391531,4.295074253260915,1.9699735499716466,0.28163720996078867,4.004131094886824,3.2085315463557325,1.949209422960733,-0.5439574098871471,1.238496934056811,-0.45643644355845747,1.2505264062341859,3.2373083716989286,1.9062439588386602,-1.0065628113350598,3.168647092236077,-0.7213786145670031,0.04991938551421692,-0.7324103707538349,-0.9210837539986927,6.2223577091326705,2.920282418231147,1.163872159156747,1.2877102870928303,2.0991789864321855,2.190003705605001,3.140883357544556,2.700119787532752,1,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.3281680137172739,-0.3698921391562002,-0.27170349198416,1.9504730566449235,1
